,32,33,48,49,83,86,91,94,101,102,103,104,105,106,107,108,109,110,113,114,115,116,117,118,119,120,121,122,123,124,125,126,129,130,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,60,61
Epigastric,0.03817137105237816,0.03817137105237816,0.05719507704819976,0.05719507704819976,0.012316038341000313,0.037075874466332114,0.012316038341000313,0.037075874466332114,0.015527340365308409,0.015527340365308409,0.04736922678348525,0.04736922678348525,0.019941088970005082,0.019941088970005082,0.030613697849921684,0.030613697849921684,0.037147736976942784,0.037147736976942784,0.024567826267491204,0.024567826267491204,0.03694267515923567,0.03694267515923567,0.03934265056659905,0.03934265056659905,0.004179389176119912,0.004179389176119912,0.006111740622149927,0.006111740622149927,0.03284296445611752,0.03284296445611752,0.0038715453515242187,0.0038715453515242187,0.036770921386306006,0.036770921386306006,0.038976127371097805,0.038976127371097805,0.0359950351675631,0.0359950351675631,0.019527814337711745,0.019527814337711745,0.012038048832918332,0.012038048832918332,0.0037211177307383708,0.0037211177307383708,0.003294847128381601,0.003294847128381601,0.03395288921604712,0.03395288921604712,0.0199089489215986,0.0199089489215986,0.027313885181905483,0.027313885181905483,0.0044808533857545,0.0044808533857545,0.0034825082390146267,0.0034825082390146267,0.03733962042979653,0.03733962042979653,0.037147736976942784,0.037147736976942784,0.0424475495480554,0.0424475495480554,0.003701796498651163,0.003701796498651163,0.003965363650007092,0.003965363650007092,0.02207790005595781,0.02207790005595781,0.030693512902643386,0.030693512902643386,0.03975840920148298,0.03975840920148298,0.01620978553483307,0.01620978553483307,0.0316074311571958,0.0316074311571958,0.028349698056298098,0.028349698056298098,0.01983928698897647,0.01983928698897647,0.03833354983561745,0.03833354983561745,0.004527579899005758,0.004527579899005758,0.037270655736789074,0.037270655736789074,0.0047106709782855334,0.0047106709782855334,0.0043845683864459474,0.0043845683864459474,0.00387485342283053,0.00387485342283053,0.029763207423294087,0.029763207423294087,0.03832599118942732,0.03832599118942732,0.030488017095563924,0.030488017095563924,0.03739728626895483,0.03739728626895483,0.05965345204068816,0.05965345204068816,0.003597432332672555,0.003597432332672555,0.03771992870676175,0.03771992870676175,,
Fear-Anxiety,0.017759220202311052,0.017759220202311052,0.015834230360359233,0.015834230360359233,0.06004068691237652,0.0235937382967568,0.06004068691237652,0.0235937382967568,0.08588560139561213,0.08588560139561213,0.034621634989048265,0.034621634989048265,0.02550675913742362,0.02550675913742362,0.024918126156913002,0.024918126156913002,0.012809564474807857,0.012809564474807857,0.026149590424439265,0.026149590424439265,0.012738853503184714,0.012738853503184714,0.017487611017645094,0.017487611017645094,0.025680024604381246,0.025680024604381246,0.023878428477236924,0.023878428477236924,0.03440691514450407,0.03440691514450407,0.02506825615111932,0.02506825615111932,0.01267962806424345,0.01267962806424345,0.025075422334223132,0.025075422334223132,0.012412081092263137,0.012412081092263137,0.02497813722919336,0.02497813722919336,0.08125682962219874,0.08125682962219874,0.02344304170365174,0.02344304170365174,0.027820865440272142,0.027820865440272142,0.01821862348178138,0.01821862348178138,0.0254656486206107,0.0254656486206107,0.015714838049863428,0.015714838049863428,0.021855001029873564,0.021855001029873564,0.02645980739101322,0.02645980739101322,0.024958899310010805,0.024958899310010805,0.012809564474807857,0.012809564474807857,0.017414379301766317,0.017414379301766317,0.02778403927598734,0.02778403927598734,0.024981790995044682,0.024981790995044682,0.05555084530208739,0.05555084530208739,0.016851340417137546,0.016851340417137546,0.018254992706809206,0.018254992706809206,,,0.02387611706119108,0.02387611706119108,0.01631078518307562,0.01631078518307562,0.025376543650510387,0.025376543650510387,0.025075777135871977,0.025075777135871977,0.022082905829989376,0.022082905829989376,0.024912801283064997,0.024912801283064997,0.025958803901616027,0.025958803901616027,0.027523774451689725,0.027523774451689725,0.021524185787465074,0.021524185787465074,0.02297894690769029,0.02297894690769029,0.013215859030837005,0.013215859030837005,0.01754105093169431,0.01754105093169431,0.024997444851090563,0.024997444851090563,0.01645151255830638,0.01645151255830638,0.02974626860078619,0.02974626860078619,0.02521310853555409,0.02521310853555409,,
Psychic,0.0373617127609498,0.0373617127609498,0.05414854780235247,0.05414854780235247,0.011637923134724998,0.015729158864504534,0.011637923134724998,0.015729158864504534,0.01467241239876613,0.01467241239876613,0.008861489907911163,0.008861489907911163,0.01050609930313812,0.01050609930313812,0.014120271488917367,0.014120271488917367,0.010247651579846286,0.010247651579846286,0.010601185307205108,0.010601185307205108,0.01019108280254777,0.01019108280254777,0.03566175856379098,0.03566175856379098,0.009751908077613131,0.009751908077613131,0.009949345198848719,0.009949345198848719,0.05317432340514266,0.05317432340514266,0.010162806547751075,0.010162806547751075,0.01014370245139476,0.01014370245139476,0.047690318851900615,0.047690318851900615,0.00992966487381051,0.00992966487381051,0.010288362732538955,0.010288362732538955,0.011375239596582055,0.011375239596582055,0.01627989007198037,0.01627989007198037,0.009701494322456938,0.009701494322456938,0.011593669488406332,0.011593669488406332,0.010489166098503503,0.010489166098503503,0.010476558699908952,0.010476558699908952,0.009106250429113985,0.009106250429113985,0.010580537184506246,0.010580537184506246,0.046516373820050416,0.046516373820050416,0.010247651579846286,0.010247651579846286,0.013060784476324739,0.013060784476324739,0.009048835885591732,0.009048835885591732,0.011290271503492415,0.011290271503492415,0.010767639428212912,0.010767639428212912,0.011234226944758363,0.011234226944758363,0.0366003412402949,0.0366003412402949,0.0002515931236005133,0.0002515931236005133,0.015121540805421016,0.015121540805421016,0.010873856788717077,0.010873856788717077,0.010452464232177274,0.010452464232177274,0.04871078980105796,0.04871078980105796,0.009201210762495573,0.009201210762495573,0.04643046005329557,0.04643046005329557,0.011414746460384569,0.011414746460384569,0.010407456680730572,0.010407456680730572,0.007874702117365271,0.007874702117365271,0.013021403247691164,0.013021403247691164,0.010572687224669605,0.010572687224669605,0.011694033954462875,0.011694033954462875,0.046588211875715116,0.046588211875715116,0.07104913391034429,0.07104913391034429,0.009892938914849528,0.009892938914849528,0.04673053429363749,0.04673053429363749,,
Autonomic,0.039989754384367866,0.039989754384367866,0.056567156256791123,0.056567156256791123,0.03408903469384015,0.0584225900681597,0.03408903469384015,0.0584225900681597,0.04297745993969291,0.04297745993969291,0.06664272199847696,0.06664272199847696,0.10827688440343933,0.10827688440343933,0.045861217903080356,0.045861217903080356,0.04739538855678907,0.04739538855678907,0.07681652528157351,0.07681652528157351,0.04713375796178344,0.04713375796178344,0.040272571792240724,0.040272571792240724,0.13052851565789322,0.13052851565789322,0.11039035387294054,0.11039035387294054,0.06065956517205939,0.06065956517205939,0.11275875836314288,0.11275875836314288,0.046914623837700765,0.046914623837700765,0.05039306628279976,0.05039306628279976,0.045924700041373605,0.045924700041373605,0.10648455428177821,0.10648455428177821,0.0333195994482561,0.0333195994482561,0.11163353192215113,0.11163353192215113,0.0987767712029401,0.0987767712029401,0.04389032020610968,0.04389032020610968,0.108102369144455,0.108102369144455,0.03891293231394754,0.03891293231394754,0.10103601666588373,0.10103601666588373,0.10813913604690213,0.10813913604690213,0.05035704434110431,0.05035704434110431,0.04611443210930829,0.04611443210930829,0.04179451032423916,0.04179451032423916,0.10978568689981183,0.10978568689981183,0.11598688676270745,0.11598688676270745,0.031539857222796876,0.031539857222796876,0.043833546204101834,0.043833546204101834,0.04125792446228707,0.04125792446228707,0.01950445739150646,0.01950445739150646,0.04888919207767697,0.04888919207767697,0.04038861092952058,0.04038861092952058,0.10772411612942699,0.10772411612942699,0.05158512391361254,0.05158512391361254,0.10208962417435564,0.10208962417435564,0.05026403701902194,0.05026403701902194,0.11676450403622653,0.11676450403622653,0.10473460936010404,0.10473460936010404,0.08912162872510221,0.08912162872510221,0.04229220466582047,0.04229220466582047,0.04757709251101322,0.04757709251101322,0.045627614625895326,0.045627614625895326,0.05043481377705563,0.05043481377705563,0.062442629887971765,0.062442629887971765,0.10522489573067226,0.10522489573067226,0.050855513555359826,0.050855513555359826,,
Olfactory,0.024072986354033224,0.024072986354033224,0.026268882255501193,0.026268882255501193,0.045122152374319595,0.12133922552617783,0.045122152374319595,0.12133922552617783,0.04233048742447173,0.04233048742447173,0.28642337313643745,0.28642337313643745,0.020222959926918544,0.020222959926918544,0.09611277231952157,0.09611277231952157,0.032023911187019645,0.032023911187019645,0.1009636695924296,0.1009636695924296,0.03184713375796178,0.03184713375796178,0.022281889514094787,0.022281889514094787,0.026237276494530566,0.026237276494530566,0.020956795363289284,0.020956795363289284,0.006609553504490772,0.006609553504490772,0.054604920895456176,0.054604920895456176,0.029163144547759933,0.029163144547759933,0.022739734002585915,0.022739734002585915,0.031030202730657843,0.031030202730657843,0.020255527799281574,0.020255527799281574,0.04410368486107877,0.04410368486107877,0.019923484516661694,0.019923484516661694,0.034550133082334844,0.034550133082334844,0.04554655870445345,0.04554655870445345,0.02019036557302186,0.02019036557302186,0.1751081954127639,0.1751081954127639,0.04361604868230388,0.04361604868230388,0.028573496419415152,0.028573496419415152,0.026046834718641068,0.026046834718641068,0.029461998292058072,0.029461998292058072,0.025033170246289083,0.025033170246289083,0.03636672300989707,0.03636672300989707,0.019510139902986282,0.019510139902986282,0.04886982178284978,0.04886982178284978,0.10632393358432024,0.10632393358432024,0.022875256929477224,0.022875256929477224,0.295082792108602,0.295082792108602,0.1125588375741865,0.1125588375741865,0.16543796399976696,0.16543796399976696,0.020119718956181226,0.020119718956181226,0.02348875998006025,0.02348875998006025,0.04407087853306411,0.04407087853306411,0.0265117710786984,0.0265117710786984,0.019048706166329563,0.019048706166329563,0.030809843446692766,0.030809843446692766,0.05390421092244084,0.05390421092244084,0.09935658948658468,0.09935658948658468,0.03039647577092511,0.03039647577092511,0.12821672942928938,0.12821672942928938,0.026601847295872078,0.026601847295872078,0.017853999227040045,0.017853999227040045,0.026268750679202722,0.026268750679202722,0.027066241777750338,0.027066241777750338,,
Gustatory,0.0027870632503127876,0.0027870632503127876,0.005462880099793874,0.005462880099793874,,0.0058984345741892,,0.0058984345741892,,,0.010716220353753034,0.010716220353753034,0.004843055532422207,0.004843055532422207,0.0024918126156913,0.0024918126156913,,,,,,,0.002998829697409696,0.002998829697409696,,,,,0.0015639506883865487,0.0015639506883865487,,,,,0.003063903166462889,0.003063903166462889,,,0.004742684284024056,0.004742684284024056,,,,,,,,,0.004835249738090639,0.004835249738090639,0.003928709512465857,0.003928709512465857,,,,,0.002955460215086076,0.002955460215086076,,,,,,,,,0.010682854865786039,0.010682854865786039,0.0042128351042843865,0.0042128351042843865,0.0029396800851466953,0.0029396800851466953,0.0020127449888041066,0.0020127449888041066,0.0023876117061191076,0.0023876117061191076,0.004077696295768905,0.004077696295768905,0.004818331072881718,0.004818331072881718,0.003164825326057438,0.003164825326057438,,,0.0029500016055961273,0.0029500016055961273,,,,,,,0.002297894690769029,0.002297894690769029,,,0.004385262732923578,0.004385262732923578,0.0029600245114404632,0.0029600245114404632,0.005457087092511383,0.005457087092511383,,,0.0029855619132046177,0.0029855619132046177,,
Auditory,0.007043774292795804,0.007043774292795804,0.00885529799623853,0.00885529799623853,0.023092571889375586,0.0023593738296756803,0.023092571889375586,0.0023593738296756803,0.014556881592476633,0.014556881592476633,0.0297993358298594,0.0297993358298594,0.010331851802500708,0.010331851802500708,0.010963975509041721,0.010963975509041721,,,0.01554840511723416,0.01554840511723416,,,0.007578973863874969,0.007578973863874969,0.009426844475026027,0.009426844475026027,0.008954410678963848,0.008954410678963848,0.006646790425642832,0.006646790425642832,0.009146525892975968,0.009146525892975968,,,0.018715054610592717,0.018715054610592717,,,0.010117726472584652,0.010117726472584652,0.022571341561721872,0.022571341561721872,0.008791140638869401,0.008791140638869401,0.007784076340801534,0.007784076340801534,0.0066249539933750465,0.0066249539933750465,0.01031519944126003,0.01031519944126003,0.0015714838049863428,0.0015714838049863428,0.008195625386202587,0.008195625386202587,0.008227425714672058,0.008227425714672058,0.019080645243884996,0.019080645243884996,,,,,0.008349607658068737,0.008349607658068737,0.009368171623141757,0.009368171623141757,0.021365709731572077,0.021365709731572077,0.0016851340417137547,0.0016851340417137547,0.0074294844261163515,0.0074294844261163515,0.03619167082993384,0.03619167082993384,0.011460536189371718,0.011460536189371718,0.0016310785183075618,0.0016310785183075618,0.010279106288814333,0.010279106288814333,0.01878110693645153,0.01878110693645153,0.008281089686246017,0.008281089686246017,0.01904540410253213,0.01904540410253213,0.00947145547761666,0.00947145547761666,0.008019517016499526,0.008019517016499526,0.007087231905628745,0.007087231905628745,0.010110736639383729,0.010110736639383729,,,0.0017541050931694313,0.0017541050931694313,0.01911011264090204,0.01911011264090204,0.007383117831044813,0.007383117831044813,0.008498933885938913,0.008498933885938913,0.01875575562500268,0.01875575562500268,,
Visual,0.00795945090404643,0.00795945090404643,0.010245401505840525,0.010245401505840525,0.023092571889375586,0.02457681072578833,0.023092571889375586,0.02457681072578833,0.007278440796238316,0.007278440796238316,,,,,0.05523517964782382,0.05523517964782382,0.24722459436379166,0.24722459436379166,0.04497472554571864,0.04497472554571864,0.24883227176220807,0.24883227176220807,0.006348873683705212,0.006348873683705212,0.0011820494639531067,0.0011820494639531067,,,0.0031930659887892043,0.0031930659887892043,,,0.2371090448013525,0.2371090448013525,0.010301819342310002,0.010301819342310002,0.23955316508067853,0.23955316508067853,,,0.011285670780860936,0.011285670780860936,0.0032559780143960747,0.0032559780143960747,0.004193441799758402,0.004193441799758402,0.17473316157526686,0.17473316157526686,,,0.018333977724840664,0.018333977724840664,,,0.004432283213291343,0.004432283213291343,0.012849827022113375,0.012849827022113375,0.269000853970965,0.269000853970965,0.20389335765818065,0.20389335765818065,0.0031409182412797747,0.0031409182412797747,,,0.021365709731572077,0.021365709731572077,0.06880964003664497,0.06880964003664497,0.006912220740750337,0.006912220740750337,,,0.038599722582258904,0.038599722582258904,0.01699040123237043,0.01699040123237043,,,0.010320082584969907,0.010320082584969907,,,0.012826093937374468,0.012826093937374468,,,0.004320278527407151,0.004320278527407151,0.007337790609363095,0.007337790609363095,0.06012824440845626,0.06012824440845626,0.2458149779735683,0.2458149779735683,0.06431718674954581,0.06431718674954581,0.01286967178887158,0.01286967178887158,0.007490119538741114,0.007490119538741114,,,0.01285089693075031,0.01285089693075031,,
Somatosensory,0.005523909144764083,0.005523909144764083,0.010165359306576147,0.010165359306576147,0.020068544618147832,0.06684892517414427,0.020068544618147832,0.06684892517414427,0.025301246577399863,0.025301246577399863,0.20443251136390397,0.20443251136390397,0.01560540116002711,0.01560540116002711,0.06312591959751294,0.06312591959751294,0.010247651579846286,0.010247651579846286,0.08245366350048416,0.08245366350048416,0.01019108280254777,0.01019108280254777,0.005187164882005961,0.005187164882005961,0.022212679510118797,0.022212679510118797,0.018240466197889316,0.018240466197889316,0.0011729630162899117,0.0011729630162899117,0.015244209821626612,0.015244209821626612,0.0076077768385460695,0.0076077768385460695,0.00346354270991457,0.00346354270991457,0.00992966487381051,0.00992966487381051,0.0161853511280186,0.0161853511280186,0.019615570642924962,0.019615570642924962,0.017907879079178412,0.017907879079178412,0.02460838949010008,0.02460838949010008,0.024843577475156427,0.024843577475156427,0.015580249156069835,0.015580249156069835,0.1388144027737936,0.1388144027737936,0.0417369811334391,0.0417369811334391,0.020024422374334102,0.020024422374334102,0.006424913511056687,0.006424913511056687,0.007685738684884714,0.007685738684884714,0.0065303922381623695,0.0065303922381623695,0.028894578225582696,0.028894578225582696,0.01747238358284375,0.01747238358284375,0.025689722415342616,0.025689722415342616,0.06740536166855018,0.06740536166855018,0.005402655291620954,0.005402655291620954,0.25687657919612406,0.25687657919612406,0.0779953157332242,0.0779953157332242,0.12776781726742564,0.12776781726742564,0.015525733457063314,0.015525733457063314,0.0035776286294562343,0.0035776286294562343,0.042172215994771375,0.042172215994771375,0.006926090726182213,0.006926090726182213,0.015785759129361098,0.015785759129361098,0.02040238676596219,0.02040238676596219,0.04702947097870926,0.04702947097870926,0.06893684072307088,0.06893684072307088,0.007929515418502203,0.007929515418502203,0.08770525465847157,0.08770525465847157,0.006949622765990653,0.006949622765990653,0.01102117589271907,0.01102117589271907,0.020048190603956427,0.020048190603956427,0.007009580144045624,0.007009580144045624,,
