,32,33,48,49,86,94,103,104,105,106,107,108,109,110,113,114,115,116,117,118,119,120,121,122,123,124,125,126,129,130,133,134,135,136,137,138,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,161,162,163,164,165,166,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,167,168,60,61,39,40,41,42,72,73,74,83,91,101,102,139,140
Aphasia,0.024967205735489977,0.024967205735489977,0.025634258883829922,0.025634258883829922,0.00011117552472332384,0.00011117552472332384,0.002112334969743153,0.002112334969743153,0.006761081684531549,0.006761081684531549,0.0006003478335059487,0.0006003478335059487,0.0030243767178127733,0.0030243767178127733,0.0023346860191898007,0.0023346860191898007,0.0030243767178127733,0.0030243767178127733,0.024967205735489977,0.024967205735489977,0.00909576770372135,0.00909576770372135,0.006761081684531549,0.006761081684531549,0.024300152587150035,0.024300152587150035,0.006761081684531549,0.006761081684531549,0.0030243767178127733,0.0030243767178127733,0.024300152587150035,0.024300152587150035,0.0030243767178127733,0.0030243767178127733,0.006761081684531549,0.006761081684531549,0.008095187981211435,0.008095187981211435,0.011074692043796514,0.011074692043796514,0.0030243767178127733,0.0030243767178127733,0.006761081684531549,0.006761081684531549,0.0008226988829525965,0.0008226988829525965,0.006983432733978197,0.006983432733978197,0.009495999592725317,0.009495999592725317,0.024633679161320008,0.024633679161320008,0.0030243767178127733,0.0030243767178127733,0.0030243767178127733,0.0030243767178127733,0.011852920716859781,0.011852920716859781,0.006761081684531549,0.006761081684531549,0.0041138968601013475,0.0041138968601013475,0.024967205735489977,0.024967205735489977,0.002112334969743153,0.002112334969743153,0.0022235104944664766,0.0022235104944664766,0.0010005797225099147,0.0010005797225099147,0.006761081684531549,0.006761081684531549,0.02712401091512246,0.02712401091512246,0.007650485882318141,0.007650485882318141,0.02712401091512246,0.02712401091512246,0.006761081684531549,0.006761081684531549,0.009495999592725317,0.009495999592725317,0.012119741976195758,0.012119741976195758,0.004291777699658665,0.004291777699658665,0.0030243767178127733,0.0030243767178127733,0.0006003478335059487,0.0006003478335059487,0.025122851470102632,0.025122851470102632,0.024300152587150035,0.024300152587150035,0.010852340994349867,0.010852340994349867,0.027235186439845783,0.027235186439845783,,,,,,,,,,,,,,,,,
Astatic,0.01694915254237288,0.01694915254237288,0.025423728813559324,0.025423728813559324,,,,,0.012711864406779662,0.012711864406779662,,,0.012711864406779662,0.012711864406779662,0.00423728813559322,0.00423728813559322,0.012711864406779662,0.012711864406779662,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.012711864406779662,0.012711864406779662,0.00847457627118644,0.00847457627118644,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.00847457627118644,0.00847457627118644,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.00423728813559322,0.00423728813559322,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.00847457627118644,0.00847457627118644,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,,,0.01694915254237288,0.01694915254237288,,,,,0.00423728813559322,0.00423728813559322,0.012711864406779662,0.012711864406779662,0.00847457627118644,0.00847457627118644,0.012711864406779662,0.012711864406779662,0.00847457627118644,0.00847457627118644,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,,,0.012711864406779662,0.012711864406779662,,,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.012711864406779662,0.012711864406779662,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,,,,,,,,,,,,,,,
Atonic,0.011295180722891566,0.011295180722891566,0.011295180722891566,0.011295180722891566,,,0.005647590361445783,0.005647590361445783,0.006024096385542169,0.006024096385542169,0.011295180722891566,0.011295180722891566,0.016566265060240965,0.016566265060240965,0.005647590361445783,0.005647590361445783,0.019390060240963857,0.019390060240963857,0.011295180722891566,0.011295180722891566,0.011671686746987951,0.011671686746987951,0.006024096385542169,0.006024096385542169,0.011295180722891566,0.011295180722891566,0.006024096385542169,0.006024096385542169,0.005271084337349398,0.005271084337349398,0.014118975903614458,0.014118975903614458,0.005271084337349398,0.005271084337349398,0.006024096385542169,0.006024096385542169,0.008847891566265061,0.008847891566265061,0.015813253012048195,0.015813253012048195,0.016566265060240965,0.016566265060240965,0.006024096385542169,0.006024096385542169,,,0.009977409638554216,0.009977409638554216,0.010918674698795181,0.010918674698795181,0.014118975903614458,0.014118975903614458,0.005271084337349398,0.005271084337349398,0.005271084337349398,0.005271084337349398,0.014683734939759037,0.014683734939759037,0.006024096385542169,0.006024096385542169,0.014118975903614458,0.014118975903614458,0.011295180722891566,0.011295180722891566,0.005647590361445783,0.005647590361445783,0.005647590361445783,0.005647590361445783,,,0.006024096385542169,0.006024096385542169,0.01976656626506024,0.01976656626506024,0.009977409638554216,0.009977409638554216,0.01976656626506024,0.01976656626506024,0.006024096385542169,0.006024096385542169,0.012048192771084338,0.012048192771084338,0.015813253012048195,0.015813253012048195,,,0.016566265060240965,0.016566265060240965,0.011295180722891566,0.011295180722891566,0.014118975903614458,0.014118975903614458,0.014118975903614458,0.014118975903614458,0.014683734939759037,0.014683734939759037,0.01976656626506024,0.01976656626506024,,,0.005647590361445783,0.005647590361445783,,,,,,,,,,,,,
Autonomic,0.03824010394498085,0.03824010394498085,0.04269062180305712,0.04269062180305712,0.0019713703263962005,0.0019713703263962005,0.0024642129079952514,0.0024642129079952514,0.002217791617195726,0.002217791617195726,0.0021356511869292175,0.0021356511869292175,,,0.002135651186929218,0.002135651186929218,,,0.03552946974618607,0.03552946974618607,0.004107021513325419,0.004107021513325419,0.001971370326396201,0.001971370326396201,0.031161092318376313,0.031161092318376313,0.002217791617195726,0.002217791617195726,0.0002464212907995251,0.0002464212907995251,0.030981876834158473,0.030981876834158473,,,0.002217791617195726,0.002217791617195726,0.0046820045251909775,0.0046820045251909775,0.0025463533382617596,0.0025463533382617596,0.0002464212907995251,0.0002464212907995251,0.002217791617195726,0.002217791617195726,0.0021356511869292175,0.0021356511869292175,0.0027106341987947766,0.0027106341987947766,0.002135651186929218,0.002135651186929218,0.030981876834158473,0.030981876834158473,,,,,0.0030391959198608097,0.0030391959198608097,0.001971370326396201,0.001971370326396201,0.0019713703263962005,0.0019713703263962005,0.035992443080415486,0.035992443080415486,0.0024642129079952514,0.0024642129079952514,0.004107021513325418,0.004107021513325418,0.0021356511869292175,0.0021356511869292175,0.002217791617195726,0.002217791617195726,0.0324454699552708,0.0324454699552708,0.0027106341987947766,0.0027106341987947766,0.03287110673028816,0.03287110673028816,0.001971370326396201,0.001971370326396201,0.002135651186929218,0.002135651186929218,0.0030391959198608097,0.0030391959198608097,0.0021356511869292175,0.0021356511869292175,,,0.0019713703263962005,0.0019713703263962005,0.031228298124957997,0.031228298124957997,0.03290097597765781,0.03290097597765781,0.0022999320474622344,0.0022999320474622344,0.03293831253686985,0.03293831253686985,0.0003285617210660335,0.0003285617210660335,0.015278120029570559,0.015278120029570559,0.0007392638723985755,0.0007392638723985755,0.0007392638723985755,0.0007392638723985755,0.0007392638723985755,0.0007392638723985755,0.0007392638723985755,0.0003285617210660335,0.0003285617210660335,0.000657123442132067,0.000657123442132067,0.0003285617210660335,0.0003285617210660335
Complex Behavioural,0.016726460664863097,0.016726460664863097,0.019339571433229067,0.019339571433229067,0.002031676914535179,0.002031676914535179,0.001567866461019582,0.001567866461019582,0.008562257429991171,0.008562257429991171,0.002441576642906311,0.002441576642906311,0.004063353829070358,0.004063353829070358,0.0013321741172061807,0.0013321741172061807,0.004063353829070358,0.004063353829070358,0.015745496087647637,0.015745496087647637,0.00819014615289113,0.00819014615289113,0.012972666416521205,0.012972666416521205,0.016934993568632328,0.016934993568632328,0.007267871764056082,0.007267871764056082,0.004063353829070358,0.004063353829070358,0.016934993568632328,0.016934993568632328,0.004063353829070358,0.004063353829070358,0.008562257429991171,0.008562257429991171,0.020043436730923243,0.020043436730923243,0.019180816562768658,0.019180816562768658,0.004063353829070358,0.004063353829070358,0.008562257429991171,0.008562257429991171,0.002031676914535179,0.002031676914535179,0.011609749819687189,0.011609749819687189,0.014189334151552834,0.014189334151552834,0.01659682629272614,0.01659682629272614,0.004063353829070358,0.004063353829070358,0.004401521104976542,0.004401521104976542,0.015950397385990047,0.015950397385990047,0.008734051561691287,0.008734051561691287,0.002031676914535179,0.002031676914535179,0.01608366336355382,0.01608366336355382,0.001567866461019582,0.001567866461019582,0.002441576642906311,0.002441576642906311,0.002031676914535179,0.002031676914535179,0.008562257429991171,0.008562257429991171,0.016667770476482685,0.016667770476482685,0.00819014615289113,0.00819014615289113,0.017929000409932325,0.017929000409932325,0.007267871764056082,0.007267871764056082,0.014189334151552834,0.014189334151552834,0.01574990202582451,0.01574990202582451,0.002441576642906311,0.002441576642906311,0.004063353829070358,0.004063353829070358,0.002031676914535179,0.002031676914535179,0.017929000409932325,0.017929000409932325,0.019070198517329225,0.019070198517329225,0.01304189002034407,0.01304189002034407,0.017077670204853818,0.017077670204853818,0.006465832260035302,0.006465832260035302,,,,,,,,,,0.006465832260035302,0.006465832260035302,0.007944194392254963,0.007944194392254963,0.006465832260035302,0.006465832260035302
Dialeptic-LOA-LOC,0.022738441301433345,0.022738441301433345,0.025171728917803404,0.025171728917803404,0.0025765787117534612,0.0025765787117534612,0.001394071030212012,0.001394071030212012,0.009188171342170398,0.009188171342170398,0.005216864753821666,0.005216864753821666,0.005768073602982553,0.005768073602982553,0.0022178402753372916,0.0022178402753372916,0.005768073602982553,0.005768073602982553,0.020879679927817328,0.020879679927817328,0.008204362689805523,0.008204362689805523,0.00836976543671678,0.00836976543671678,0.016625651056837037,0.016625651056837037,0.007570694039709155,0.007570694039709155,0.00500767122286691,0.00500767122286691,0.017157932722917983,0.017157932722917983,0.00500767122286691,0.00500767122286691,0.009188171342170398,0.009188171342170398,0.008876700356793875,0.008876700356793875,0.01526490140423353,0.01526490140423353,0.0069086771731560175,0.0069086771731560175,0.009188171342170398,0.009188171342170398,0.003843916011946199,0.003843916011946199,0.009066800951822785,0.009066800951822785,0.010787837059796121,0.010787837059796121,0.017449420301962316,0.017449420301962316,0.004500736302789815,0.004500736302789815,0.005603319753957497,0.005603319753957497,0.014740419755600998,0.014740419755600998,0.007655183193055337,0.007655183193055337,0.004477584662042569,0.004477584662042569,0.021348594728888642,0.021348594728888642,0.0011406035701734642,0.0011406035701734642,0.004709929833744571,0.004709929833744571,0.0036538154169172884,0.0036538154169172884,0.009188171342170398,0.009188171342170398,0.01598353349140605,0.01598353349140605,0.008521197014853708,0.008521197014853708,0.018442167853779962,0.018442167853779962,0.007570694039709155,0.007570694039709155,0.010787837059796121,0.010787837059796121,0.014219778523029653,0.014219778523029653,0.004900030428773482,0.004900030428773482,0.005768073602982553,0.005768073602982553,0.004984519582119664,0.004984519582119664,0.017386053436952677,0.017386053436952677,0.015869473134388704,0.015869473134388704,0.01263918245756984,0.01263918245756984,0.016680569006512054,0.016680569006512054,0.0009891719920365367,0.0009891719920365367,0.005960709768573178,0.005960709768573178,0.0002534674600385476,0.0002534674600385476,0.0002534674600385476,0.0002534674600385476,,,,0.0007357045319979892,0.0007357045319979892,0.0008624382620172629,0.0008624382620172629,0.0007357045319979892,0.0007357045319979892
Dysphasia - Ictal Speech,0.024234693877551016,0.024234693877551016,0.02970116618075801,0.02970116618075801,,,0.008655247813411076,0.008655247813411076,0.012755102040816323,0.012755102040816323,,,,,,,,,0.02150145772594752,0.02150145772594752,0.010021865889212826,0.010021865889212826,0.010021865889212826,0.010021865889212826,0.012755102040816323,0.012755102040816323,0.010021865889212826,0.010021865889212826,,,0.01849489795918367,0.01849489795918367,,,0.012755102040816323,0.012755102040816323,0.011844023323615158,0.011844023323615158,0.022321428571428565,0.022321428571428565,,,0.01849489795918367,0.01849489795918367,,,0.010021865889212826,0.010021865889212826,0.014121720116618072,0.014121720116618072,0.01849489795918367,0.01849489795918367,,,,,0.014121720116618072,0.014121720116618072,0.014121720116618072,0.014121720116618072,,,0.02150145772594752,0.02150145772594752,0.008655247813411076,0.008655247813411076,,,,,0.012755102040816323,0.012755102040816323,0.013028425655976674,0.013028425655976674,0.010021865889212826,0.010021865889212826,0.01849489795918367,0.01849489795918367,0.010021865889212826,0.010021865889212826,0.014121720116618072,0.014121720116618072,0.010021865889212826,0.010021865889212826,,,,,,,0.01849489795918367,0.01849489795918367,0.011661807580174925,0.011661807580174925,0.014121720116618072,0.014121720116618072,0.013028425655976674,0.013028425655976674,0.005922011661807579,0.005922011661807579,,,,,,,,,,0.005922011661807579,0.005922011661807579,0.011844023323615158,0.011844023323615158,0.005922011661807579,0.005922011661807579
Epigastric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Fear-Anxiety,0.03434560787305653,0.03434560787305653,0.03945103607040277,0.03945103607040277,0.00023206491806119275,0.00023206491806119275,0.0037130386889790844,0.0037130386889790844,0.001856519344489542,0.001856519344489542,0.000928259672244771,0.000928259672244771,,,0.0023206491806119275,0.0023206491806119275,,,0.029936374429893865,0.029936374429893865,0.004177168525101469,0.004177168525101469,0.0071838458063438184,0.0071838458063438184,0.024598881314486433,0.024598881314486433,0.001856519344489542,0.001856519344489542,,,0.025063011150608817,0.025063011150608817,,,0.001856519344489542,0.001856519344489542,0.01066481957726171,0.01066481957726171,0.009565494908274689,0.009565494908274689,,,0.001856519344489542,0.001856519344489542,0.00023206491806119275,0.00023206491806119275,0.007647975642466203,0.007647975642466203,0.009292763376000865,0.009292763376000865,0.025063011150608817,0.025063011150608817,,,,,0.007255012381215917,0.007255012381215917,0.003248908852856698,0.003248908852856698,0.00023206491806119275,0.00023206491806119275,0.03179289377438341,0.03179289377438341,0.0037130386889790844,0.0037130386889790844,0.0025527140986731207,0.0025527140986731207,0.0016244544264283494,0.0016244544264283494,0.001856519344489542,0.001856519344489542,0.02784779016734313,0.02784779016734313,0.003713038688979084,0.003713038688979084,0.02784779016734313,0.02784779016734313,0.001856519344489542,0.001856519344489542,0.009292763376000865,0.009292763376000865,0.010473421273413145,0.010473421273413145,0.0023206491806119275,0.0023206491806119275,,,0.00023206491806119275,0.00023206491806119275,0.025759205904792394,0.025759205904792394,0.02668746557703717,0.02668746557703717,0.005146094811558868,0.005146094811558868,0.028079855085404323,0.028079855085404323,0.009504494986955747,0.009504494986955747,,,,,,,,,,0.00811210547858859,0.00811210547858859,0.010896884495322903,0.010896884495322903,0.00811210547858859,0.00811210547858859
